Order Date,Product Name,Price,Invoice Link,Business,Notes
2023-12-09,Queen Sherpa Fleece Blanket Pendleton Legend Lake Dark Blue,$78.99,https://www.amazon.com/gp/css/summary/print.html?orderID=114-1136379-1661854,N,Personal - home
2023-12-09,Queen Sherpa Blanket Pendleton Serape Stripe Blue,$84.00,https://www.amazon.com/gp/css/summary/print.html?orderID=114-1136379-1661854,N,Personal - home
2023-12-09,Nespresso Capsules OriginalLine Mild Roast Variety Pack 50 Count,$41.00,https://www.amazon.com/gp/css/summary/print.html?orderID=114-8854282-5698619,N,Personal - food/beverage
2023-12-09,Clear Spa Hot Tub Balancing Chemical Bundle,$49.95,https://www.amazon.com/gp/css/summary/print.html?orderID=114-0717164-3760248,N,Personal - home
2023-12-12,Clever Creations Mushroom Christmas Ornament Set of 4 (x2),$19.99,https://www.amazon.com/gp/css/summary/print.html?orderID=112-7619196-8381066,N,Personal - holiday
2023-12-12,BHL JARS Regular Mouth Mason Jars 16 oz Set of 6,$23.85,https://www.amazon.com/gp/css/summary/print.html?orderID=114-2017654-6453038,N,Personal - kitchen
2023-12-12,Christmas Fake Snow Kit 3-Piece Set Snow Blanket Roll 3 x 8 Foot,$22.99,https://www.amazon.com/gp/css/summary/print.html?orderID=114-1676036-9754609,N,Personal - holiday
2023-12-12,Pudodo Grinchmas Table Runner Buffalo Plaid Check 13 x 72,$6.99,https://www.amazon.com/gp/css/summary/print.html?orderID=114-1676036-9754609,N,Personal - holiday
2023-12-12,CESOF Christmas Lights 20 Ft 40 LED Snowflake String Lights,$8.99,https://www.amazon.com/gp/css/summary/print.html?orderID=114-1676036-9754609,N,Personal - holiday
2023-12-12,Bathroom Towel Holder Brushed Gold SUS304 Stainless Steel 10.2-Inch,$16.70,https://www.amazon.com/gp/css/summary/print.html?orderID=114-1676036-9754609,N,Personal - home
2023-12-12,Murphy's Naturals Fraser Fir Christmas Candle 9 Ounce,$15.99,https://www.amazon.com/gp/css/summary/print.html?orderID=114-1676036-9754609,N,Personal - holiday
2023-12-12,Touchat Sherpa Red and Black Buffalo Plaid Christmas Throw Blanket,$27.99,https://www.amazon.com/gp/css/summary/print.html?orderID=114-1676036-9754609,N,Personal - holiday
2023-12-12,GroTheory 2 Pack Under Door Draft Stopper 39 L Black (x2),$9.95,https://www.amazon.com/gp/css/summary/print.html?orderID=114-5901640-9793802,N,Personal - home
2023-12-12,GroTheory 2 Pack Door Draft Stopper White 2 W x 39 L,$8.95,https://www.amazon.com/gp/css/summary/print.html?orderID=114-5901640-9793802,N,Personal - home
2023-12-12,Nestle Coffee Mate Coffee Creamer Hazelnut 15 oz Pack of 6,$31.68,https://www.amazon.com/gp/css/summary/print.html?orderID=114-5901640-9793802,N,Personal - food
2023-12-12,VIZIO V-Series 5.1 Home Theater Sound Bar with Dolby Audio,$191.18,https://www.amazon.com/gp/css/summary/print.html?orderID=114-5901640-9793802,N,Personal - entertainment
2023-12-13,10 Pieces Plastic Drop Sheets for Painting 9x12 Feet Tarps,$20.99,https://www.amazon.com/gp/css/summary/print.html?orderID=112-7179089-5636249,N,Personal - home/DIY
2023-12-14,RAZ Imports 18 Inch Silver Starburst 80 Warm White Lights,$44.74,https://www.amazon.com/gp/css/summary/print.html?orderID=114-7263219-6545058,N,Personal - holiday
2023-12-19,Homemory Hanging Floating Candles with Wand Remote 12 Pcs LED,$19.99,https://www.amazon.com/gp/css/summary/print.html?orderID=112-0647335-3118625,N,Personal - holiday
2023-12-20,Burt's Bees Lip Balm Stocking Stuffers 4 Count (x2),$8.12,https://www.amazon.com/gp/css/summary/print.html?orderID=112-8940600-7311466,N,Personal - gifts
2023-12-20,Loritta 5 Pairs Womens Vintage Style Winter Wool Crew Socks,$12.99,https://www.amazon.com/gp/css/summary/print.html?orderID=112-8940600-7311466,N,Personal - gifts
2023-12-20,Set of 3 Novelty Character Poop Mint Tins,$7.97,https://www.amazon.com/gp/css/summary/print.html?orderID=112-8940600-7311466,N,Personal - gifts
